ds,y,T1,T2,probMeas0Prep1,probMeas1Prep0
2024-02-27 19:38:28,0.5384615384615343,0.4769190056816024,0.07633248257450376,0.21428571428571086,0.5833333333333393
2024-02-27 19:39:59,0.5384615384615343,0.4769190056816024,0.07633248257450376,0.21428571428571086,0.5833333333333393
2024-02-27 21:40:20,0.5384615384615343,0.4769190056816024,0.07633248257450376,0.21428571428571086,0.5833333333333393
2024-02-27 23:40:40,0.5384615384615343,0.4769190056816024,0.07633248257450376,0.21428571428571086,0.5833333333333393
2024-02-28 01:41:00,0.5384615384615343,0.4769190056816024,0.07633248257450376,0.21428571428571086,0.5833333333333393
2024-02-28 03:41:21,0.5384615384615343,0.4769190056816024,0.07633248257450376,0.21428571428571086,0.5833333333333393
2024-02-28 05:41:40,0.5384615384615343,0.4769190056816024,0.07633248257450376,0.21428571428571086,0.5833333333333393
2024-02-28 07:42:00,0.43589743589744323,0.4769190056816024,0.07633248257450376,0.2142857142856922,0.5833333333333393
2024-02-28 09:42:19,0.6666666666666479,0.46390978371557434,0.4700132809004547,0.4285714285714235,0.833333333333333
2024-02-28 11:42:43,0.6666666666666479,0.46390978371557434,0.4700132809004547,0.4285714285714235,0.833333333333333
2024-02-28 13:43:03,0.6666666666666479,0.46390978371557434,0.4700132809004547,0.4285714285714235,0.833333333333333
2024-02-28 15:43:25,0.6666666666666479,0.46390978371557434,0.4700132809004547,0.4285714285714235,0.833333333333333
2024-02-28 17:43:47,0.6666666666666479,0.46390978371557434,0.4700132809004547,0.4285714285714235,0.833333333333333
2024-02-28 19:44:09,0.6666666666666479,0.46390978371557434,0.4700132809004547,0.4285714285714235,0.833333333333333
2024-02-28 21:44:31,0.6666666666666479,0.46390978371557434,0.4700132809004547,0.4285714285714235,0.833333333333333
2024-02-28 23:44:51,0.6666666666666479,0.46390978371557434,0.4700132809004547,0.4285714285714235,0.833333333333333
2024-02-29 01:45:11,0.6666666666666479,0.46390978371557434,0.4700132809004547,0.4285714285714235,0.833333333333333
2024-02-29 03:45:34,0.6666666666666479,0.46390978371557434,0.4700132809004547,0.4285714285714235,0.833333333333333
2024-02-29 05:45:56,0.6666666666666479,0.46390978371557434,0.4700132809004547,0.4285714285714235,0.833333333333333
2024-02-29 07:46:18,0.6666666666666479,0.46390978371557434,0.4700132809004547,0.4285714285714235,0.833333333333333
2024-02-29 09:46:41,0.6666666666666479,0.46390978371557434,0.4700132809004547,0.4285714285714235,0.833333333333333
2024-02-29 11:47:04,0.6666666666666479,0.46390978371557434,0.4700132809004547,0.4285714285714235,0.833333333333333
2024-02-29 13:47:27,0.6666666666666479,0.46390978371557434,0.4700132809004547,0.4285714285714235,0.833333333333333
