date,T1,T2,probMeas0Prep1,probMeas1Prep0,readout_qubit_error,n_qubits,depth,t_gates,phase_gates,h_gates,cnot_gates,kullback_error,jensen-error
2024-02-27 19:38:28,394.6161598720938,218.1500942622232,0.0036,0.0071999999999999,0.0054,5,5,0.0,1.0,2.0,6.0,0.025129511168649775,0.0065191721196633055
2024-02-27 19:38:28,394.6161598720938,218.1500942622232,0.0036,0.0071999999999999,0.0054,5,10,2.0,2.0,1.0,14.0,0.030042267553929667,0.007370765655954599
2024-02-27 19:38:28,394.6161598720938,218.1500942622232,0.0036,0.0071999999999999,0.0054,5,15,5.0,2.0,4.0,21.0,0.02900898436446958,0.007239541117619183
2024-02-27 19:38:28,394.6161598720938,218.1500942622232,0.0036,0.0071999999999999,0.0054,10,5,1.0,1.0,0.0,16.0,0.07352071682459793,0.11847711952540055
2024-02-27 19:38:28,394.6161598720938,218.1500942622232,0.0036,0.0071999999999999,0.0054,10,10,11.0,1.0,4.0,26.0,0.12425638262264402,0.23728803579654192
2024-02-27 19:38:28,394.6161598720938,218.1500942622232,0.0036,0.0071999999999999,0.0054,10,15,6.0,3.0,7.0,46.0,0.13595220243373257,0.28996342084869287
2024-02-27 19:38:28,394.6161598720938,218.1500942622232,0.0036,0.0071999999999999,0.0054,15,5,2.0,4.0,2.0,16.0,0.09493585020307044,0.2224701945895223
2024-02-27 19:38:28,394.6161598720938,218.1500942622232,0.0036,0.0071999999999999,0.0054,15,10,9.0,5.0,4.0,39.0,0.010046115628189627,0.572108811762151
2024-02-27 19:38:28,394.6161598720938,218.1500942622232,0.0036,0.0071999999999999,0.0054,15,15,15.0,7.0,10.0,62.0,0.002079441541679836,0.6667158626635745
2024-02-28 11:42:43,424.1609095627692,135.6901035402302,0.0048,0.005,0.0049,5,5,0.0,1.0,2.0,8.0,0.026001166720483852,0.0067885016997077
2024-02-28 11:42:43,424.1609095627692,135.6901035402302,0.0048,0.005,0.0049,5,10,2.0,1.0,1.0,14.0,0.023981690524677645,0.009589766386686625
2024-02-28 11:42:43,424.1609095627692,135.6901035402302,0.0048,0.005,0.0049,5,15,7.0,2.0,3.0,20.0,0.018358693779737003,0.004706009111040765
2024-02-28 11:42:43,424.1609095627692,135.6901035402302,0.0048,0.005,0.0049,10,5,0.0,3.0,2.0,11.0,0.04944019416864989,0.04385365972281411
2024-02-28 11:42:43,424.1609095627692,135.6901035402302,0.0048,0.005,0.0049,10,10,3.0,4.0,6.0,31.0,0.13734298419572302,0.22236211548484106
2024-02-28 11:42:43,424.1609095627692,135.6901035402302,0.0048,0.005,0.0049,10,15,6.0,8.0,8.0,44.0,0.16700182818632175,0.2859108220308706
2024-02-28 11:42:43,424.1609095627692,135.6901035402302,0.0048,0.005,0.0049,15,5,2.0,2.0,3.0,14.0,0.118758734810067,0.31131304541149357
2024-02-28 11:42:43,424.1609095627692,135.6901035402302,0.0048,0.005,0.0049,15,10,3.0,9.0,8.0,41.0,0.016701199367956054,0.5933368967263638
2024-02-28 11:42:43,424.1609095627692,135.6901035402302,0.0048,0.005,0.0049,15,15,9.0,4.0,10.0,60.0,0.0,0.6729541872886138
2024-03-02 13:56:42,424.1609095627692,135.6901035402302,0.0062,0.0071999999999999,0.0066999999999999,5,5,0.0,0.0,1.0,6.0,0.01940049673960387,0.00609926861263819
2024-03-02 13:56:42,424.1609095627692,135.6901035402302,0.0062,0.0071999999999999,0.0066999999999999,5,10,1.0,2.0,2.0,14.0,0.017774761348362644,0.00484406336625483
2024-03-02 13:56:42,424.1609095627692,135.6901035402302,0.0062,0.0071999999999999,0.0066999999999999,5,15,3.0,2.0,3.0,24.0,0.027949121093645137,0.006993105066205675
2024-03-02 13:56:42,424.1609095627692,135.6901035402302,0.0062,0.0071999999999999,0.0066999999999999,10,5,3.0,5.0,0.0,15.0,0.12522389464177147,0.13332008392308764
2024-03-02 13:56:42,424.1609095627692,135.6901035402302,0.0062,0.0071999999999999,0.0066999999999999,10,10,3.0,1.0,1.0,32.0,0.06544891336578446,0.12110764109729433
2024-03-02 13:56:42,424.1609095627692,135.6901035402302,0.0062,0.0071999999999999,0.0066999999999999,10,15,5.0,3.0,7.0,47.0,0.12698351833907023,0.17700127396127302
2024-03-02 13:56:42,424.1609095627692,135.6901035402302,0.0062,0.0071999999999999,0.0066999999999999,15,5,3.0,4.0,7.0,15.0,0.12943103687431698,0.22116804763277315
2024-03-02 13:56:42,424.1609095627692,135.6901035402302,0.0062,0.0071999999999999,0.0066999999999999,15,10,4.0,7.0,5.0,40.0,0.06560887406759705,0.4862214858347247
2024-03-02 13:56:42,424.1609095627692,135.6901035402302,0.0062,0.0071999999999999,0.0066999999999999,15,15,8.0,10.0,7.0,61.0,0.000117783035656383,0.6420542004691094
2024-03-02 15:57:05,424.1609095627692,214.99232330847607,0.0062,0.0071999999999999,0.0066999999999999,5,5,0.0,1.0,0.0,8.0,0.029432922865763232,0.007477439180221122
2024-03-02 15:57:05,424.1609095627692,214.99232330847607,0.0062,0.0071999999999999,0.0066999999999999,5,10,0.0,1.0,2.0,16.0,0.024558038107552013,0.006085318292587723
2024-03-02 15:57:05,424.1609095627692,214.99232330847607,0.0062,0.0071999999999999,0.0066999999999999,5,15,4.0,2.0,1.0,24.0,0.045459931826323505,0.011157355620453547
2024-03-02 15:57:05,424.1609095627692,214.99232330847607,0.0062,0.0071999999999999,0.0066999999999999,10,5,4.0,0.0,5.0,11.0,0.06897459958016379,0.09910866191365761
