2024-03-26 14:31:35,0.0001147373024127,0.0832735110662665,5.0,2.0,3.0,0.0,23.0,0.029251518901492326,0.007003269597562296
2024-03-26 16:31:57,0.0001147373024127,0.0129349333553753,15.0,3.0,9.0,7.0,38.0,0.026758609002764444,0.5699051808896012
2024-03-26 18:32:21,0.0001147373024127,0.0129349333553753,15.0,2.0,2.0,4.0,42.0,0.03979895242646782,0.5737101881874354
2024-03-26 20:32:42,0.0001147373024127,0.0129349333553753,10.0,11.0,2.0,7.0,48.0,0.1598562498092676,0.27504997059892433
2024-03-26 22:33:03,0.0001147373024127,0.0129349333553753,5.0,2.0,1.0,0.0,25.0,0.030281357775703076,0.007596714460647164
2024-03-27 00:33:24,0.0001147373024127,0.0129349333553753,15.0,8.0,6.0,4.0,39.0,0.031346981130354834,0.5092941089605305
2024-03-27 02:33:46,0.0001147373024127,0.0129349333553753,10.0,2.0,2.0,1.0,33.0,0.1478945744920979,0.22780673613829877
2024-03-27 04:34:06,0.0001147373024127,0.0129349333553753,15.0,12.0,6.0,9.0,61.0,0.010868339851024714,0.6246473469534031
2024-03-27 06:34:28,0.0001147373024127,0.0129349333553753,10.0,7.0,4.0,6.0,25.0,0.1318719025481544,0.2589268064343081
2024-03-27 08:34:48,9.323938573319063e-05,0.0589065884805513,5.0,0.0,1.0,0.0,6.0,0.020576418008752238,0.011635179980209704
2024-03-27 10:35:09,9.323938573319063e-05,0.0589065884805513,10.0,5.0,4.0,10.0,44.0,0.15984851023717309,0.29309090175496166
2024-03-27 12:35:30,9.323938573319063e-05,0.0589065884805513,15.0,5.0,5.0,4.0,40.0,0.00893988725953564,0.534396666016441
2024-03-27 14:35:52,9.323938573319063e-05,0.0589065884805513,5.0,1.0,1.0,2.0,26.0,0.03515186999590375,0.00859303451091372
2024-03-27 16:36:15,9.323938573319063e-05,0.0589065884805513,5.0,8.0,4.0,1.0,21.0,0.02344919389218255,0.005787005855712459
2024-03-27 18:36:34,9.323938573319063e-05,0.0589065884805513,5.0,2.0,0.0,0.0,8.0,0.02911475805381964,0.00880821434267893
2024-03-27 20:36:53,9.323938573319063e-05,0.0589065884805513,15.0,9.0,11.0,7.0,63.0,0.0006931471805599453,0.6642048980132171
2024-03-27 22:37:15,9.323938573319063e-05,0.0589065884805513,15.0,7.0,2.0,1.0,43.0,0.04927479463117887,0.5017757972722927
2024-03-28 00:37:35,9.323938573319063e-05,0.0589065884805513,15.0,5.0,11.0,6.0,42.0,0.029781612237460335,0.5528275765680752
2024-03-28 02:37:54,9.323938573319063e-05,0.0589065884805513,15.0,9.0,10.0,13.0,64.0,0.0006931471805599453,0.6565802790270583
2024-03-28 04:38:16,9.323938573319063e-05,0.0589065884805513,10.0,6.0,5.0,1.0,31.0,0.1359634430567674,0.19665141274035802
