2024-05-21 20:39:43,0.0002110316956617,0.0090429246050075,5.0,1.0,1.0,0.0,15.0,0.01003353381668039,0.006663155549700046
2024-05-21 22:40:05,0.0002110316956617,0.0090429246050075,10.0,5.0,4.0,7.0,46.0,0.18531380385832774,0.2615736722327273
2024-05-22 00:40:28,0.0002110316956617,0.0090429246050075,10.0,0.0,7.0,4.0,32.0,0.11002129390442644,0.18431769241393722
2024-05-22 02:40:51,0.0002110316956617,0.0090429246050075,5.0,1.0,1.0,0.0,6.0,0.017616211174161164,0.0058203712711530735
2024-05-22 04:41:15,0.0002110316956617,0.0090429246050075,15.0,3.0,4.0,8.0,41.0,0.019879253198304,0.6083951759607436
2024-05-22 06:41:40,0.0002110316956617,0.0090429246050075,10.0,3.0,2.0,7.0,32.0,0.10637613070904338,0.1699722724094688
2024-05-22 08:42:04,0.0002110316956617,0.0090429246050075,10.0,5.0,5.0,5.0,46.0,0.14459921194698086,0.23053511332607868
2024-05-22 10:42:27,0.0002110316956617,0.0090429246050075,15.0,11.0,8.0,10.0,65.0,0.0034657359027997266,0.661602208327773
2024-05-22 12:42:51,0.0002110316956617,0.0090429246050075,15.0,9.0,8.0,8.0,62.0,0.0,0.6563186549551763
2024-05-22 14:43:15,0.0002110316956617,0.0090429246050075,15.0,12.0,7.0,9.0,69.0,-0.002079441541679836,0.655625507774616
2024-05-22 16:43:40,0.0002110316956617,0.0090429246050075,15.0,13.0,11.0,10.0,63.0,0.001961658506023452,0.6287491157361969
2024-05-22 18:44:03,0.0002110316956617,0.0090429246050075,10.0,8.0,11.0,3.0,41.0,0.17735464026857625,0.21494099896597457
2024-05-22 20:44:27,0.0002110316956617,0.0090429246050075,10.0,7.0,7.0,10.0,41.0,0.14231604381417579,0.26009115202037036
2024-05-22 22:44:51,0.0002179412677944,0.0093059469904804,5.0,3.0,5.0,4.0,17.0,0.032993595431398334,0.007780850137276986
2024-05-23 00:45:15,0.0002179412677944,0.0093059469904804,15.0,4.0,0.0,0.0,16.0,0.03541334019896739,0.07477708892254217
2024-05-23 02:45:38,0.0002179412677944,0.0093059469904804,5.0,1.0,3.0,2.0,5.0,0.016868079466120237,0.008140731303893155
2024-05-23 04:46:01,0.0002179412677944,0.0093059469904804,15.0,6.0,4.0,6.0,39.0,0.07867723583201226,0.3398737034306124
2024-05-23 06:46:23,0.0002179412677944,0.0093059469904804,15.0,6.0,4.0,2.0,43.0,0.08071948944107538,0.3761038612935148
2024-05-23 08:46:48,0.0002179412677944,0.0093059469904804,10.0,6.0,3.0,8.0,49.0,0.12965116076433847,0.2712040314457975
2024-05-23 10:47:09,0.0002179412677944,0.0093059469904804,5.0,3.0,6.0,2.0,19.0,0.03250803413331238,0.008021746165232189
2024-05-23 12:47:31,0.0002179412677944,0.0093059469904804,15.0,9.0,5.0,14.0,61.0,0.0019095425048844387,0.6427955094175688
2024-05-23 14:47:54,0.0002179412677944,0.0093059469904804,15.0,3.0,6.0,11.0,69.0,0.006238324625039508,0.6548406355589693
2024-05-23 16:48:18,0.0002179412677944,0.0093059469904804,10.0,2.0,8.0,1.0,31.0,0.11634940626881725,0.137675886562482
2024-05-23 18:48:40,0.0002179412677944,0.0093059469904804,5.0,5.0,2.0,2.0,23.0,0.024648971894444226,0.01040871931424199
2024-05-23 20:49:04,0.0002179412677944,0.0093059469904804,5.0,7.0,4.0,2.0,21.0,0.037063312407104226,0.009570984443100027
2024-05-23 22:49:25,0.0002179412677944,0.0093059469904804,5.0,4.0,7.0,2.0,19.0,0.03553466015201196,0.009511234861811706
2024-05-24 00:49:46,0.0002179412677944,0.0093059469904804,5.0,3.0,3.0,3.0,23.0,0.030380705653215496,0.007944983904691385
2024-05-24 02:50:08,0.0002179412677944,0.0093059469904804,15.0,7.0,4.0,7.0,47.0,0.058958446064995916,0.45729444258699276
2024-05-24 04:50:30,0.0002179412677944,0.0093059469904804,15.0,8.0,3.0,4.0,47.0,0.013642878243292581,0.5098213890008412
2024-05-24 06:50:54,0.0002179412677944,0.0093059469904804,10.0,2.0,2.0,1.0,15.0,0.04960005694285905,0.04835219429979731
2024-05-24 08:51:16,0.0002179412677944,0.0093059469904804,10.0,4.0,9.0,6.0,47.0,0.1465032922285778,0.2568788983486318
2024-05-24 10:51:38,0.0002144585925115,0.0093059469904804,10.0,2.0,1.0,2.0,13.0,0.06028410624321897,0.05135687438048042
2024-05-24 12:52:02,0.0002144585925115,0.0093059469904804,5.0,1.0,1.0,0.0,8.0,0.008002923770802611,0.00557177655062132
2024-05-24 14:52:25,0.0002144585925115,0.0093059469904804,10.0,4.0,4.0,5.0,27.0,0.09269929501713062,0.168511886778637
2024-05-24 16:52:45,0.0002144585925115,0.0093059469904804,15.0,9.0,3.0,5.0,43.0,0.073822448093206,0.4484953047449086
2024-05-24 18:53:08,0.0002144585925115,0.0093059469904804,10.0,3.0,2.0,2.0,13.0,0.045923824180110595,0.04601069368243143
2024-05-24 20:53:31,0.0002144585925115,0.0093059469904804,5.0,2.0,5.0,1.0,14.0,0.029662284812946194,0.008344657603063233
2024-05-24 22:53:53,0.0002144585925115,0.0093059469904804,15.0,7.0,7.0,6.0,69.0,-0.006440365553211402,0.6202769607481232
2024-05-25 00:54:15,0.0002144585925115,0.0093059469904804,10.0,3.0,3.0,4.0,31.0,0.12161889102798817,0.1640740190784267
2024-05-25 02:54:36,0.0002144585925115,0.0093059469904804,10.0,7.0,5.0,7.0,47.0,0.2031549876014662,0.2587769437365314
