T1,T2,probMeas0Prep1,probMeas1Prep0,readout_qubit_error,n_qubits,depth,probability,t_gates,phase_gates,h_gates,cnot_gates,kullback_error,jensen-error,time
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,5,5,0.25,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,5,10,0.25,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,5,15,0.25,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,10,5,0.25,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,10,10,0.25,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,10,15,0.25,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,15,5,0.25,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,15,10,0.25,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,15,15,0.25,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,5,5,0.5,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,5,10,0.5,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,5,15,0.5,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,10,5,0.5,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,10,10,0.5,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,10,15,0.5,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,15,5,0.5,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,15,10,0.5,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,15,15,0.5,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,5,5,0.75,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,5,10,0.75,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,5,15,0.75,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,10,5,0.75,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,10,10,0.75,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,10,15,0.75,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,15,5,0.75,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,15,10,0.75,,,,,,,
178.85642599864715,26.87708277678425,0.05,0.0266666666666666,0.0383333333333333,15,15,0.75,,,,,,,


