T1,T2,prob0,prob1,error,ds
215.9066363144652,116.66284841683586,0.014602658605575577,0.015627405548095687,0.016601700025796917,2024-06-03 11:49:45
217.4205152594953,117.19959040312902,0.015038005375862133,0.016309304618835438,0.016500769096612956,2024-06-03 13:49:45
218.30911667081386,117.44019617479015,0.01491340711116792,0.016280434751510607,0.016861105328798327,2024-06-03 15:49:45
218.40019541154786,117.33984762864279,0.015106746101379406,0.016514574432373034,0.016790460854768784,2024-06-03 17:49:45
218.58205586285217,117.41109741145138,0.01508568389415742,0.016476786756515493,0.01695432239770893,2024-06-03 19:49:45
218.3696228767166,117.26692183053504,0.015190643239021312,0.01667096188068389,0.01696290793418888,2024-06-03 21:49:45
218.25037273325628,117.07952571810296,0.015186236476898204,0.016610771322250355,0.017064056205749547,2024-06-03 23:49:45
218.10261267224627,116.95914725852317,0.01522156867980958,0.016680665040016165,0.01709303117394451,2024-06-04 01:49:45
217.9091132848094,116.91175964787325,0.015273600316047678,0.016637291574478137,0.017142233592271842,2024-06-04 03:49:45
217.8286911234657,116.82089130241913,0.015322760486602792,0.016652046585082996,0.017193311613798182,2024-06-04 05:49:45
217.46370079026946,116.7900801718512,0.015285106992721566,0.016662346982955923,0.01721503688097004,2024-06-04 07:49:45
217.32879101745598,117.05691290438077,0.015180515432357797,0.01650631716251372,0.017154865849018135,2024-06-04 09:49:45
217.03383342742183,116.6781908445572,0.01513234360218049,0.016532182240486134,0.01710278364419941,2024-06-04 11:49:45
216.39558198122782,116.78248644499924,0.015153220629692089,0.016451187753677356,0.01716899643540386,2024-06-04 13:49:45
216.6919268182832,116.88480564840474,0.015114336752891552,0.01649115195274352,0.01713594988584522,2024-06-04 15:49:45
216.75697310534628,116.83661446877576,0.015072584414482127,0.016458825254440295,0.01712527678608898,2024-06-04 17:49:45
216.76914968266888,117.1030894217837,0.015055936908721935,0.016487311029434192,0.017106509989500085,2024-06-04 19:49:45
216.5771636556188,117.2570666309849,0.015045889139175426,0.01659379901885985,0.01712328046560291,2024-06-04 21:49:45
216.41918177445243,117.42741751476387,0.01503431808948518,0.016589199209213246,0.01712905208468441,2024-06-04 23:49:45
216.32314312780167,117.7162699505787,0.015017898464202893,0.016652325177192676,0.017142871779203452,2024-06-05 01:49:45
216.17023730959932,118.0989371514375,0.015069339585304271,0.01666507568359374,0.017132724863290826,2024-06-05 03:49:45
216.19101946473535,118.41716959973377,0.015103354716300975,0.016706843042373645,0.017162419521808664,2024-06-05 05:49:45
215.92725087157598,118.7855830175119,0.01507986114025117,0.01677157940864562,0.017142938673496283,2024-06-05 07:49:45
215.93720718991008,119.38412519807198,0.014984865450859081,0.01665092577934264,0.017063269877433812,2024-06-05 09:49:45
215.80734775957157,119.28560572798168,0.01496418175697328,0.016723845386505117,0.01698247925639156,2024-06-05 11:49:45
215.34605078882277,119.5646163570627,0.01501217269897462,0.016672828698158254,0.01703713650703434,2024-06-05 13:49:45
215.8220922373312,119.74088303913501,0.015011766934394847,0.016745685005187978,0.016991212934255637,2024-06-05 15:49:45
216.06436182043447,119.65404593139243,0.015009546065330517,0.016731653833389273,0.016981815183162725,2024-06-05 17:49:45
216.24464585466922,119.77110488578496,0.015040602827072156,0.01677619423866271,0.0169673701167107,2024-06-05 19:49:45
216.2201284207715,119.64911163520921,0.015075511240959178,0.016887279534339897,0.017000204193592106,2024-06-05 21:49:45
216.20291560575822,119.44788074352125,0.015110790872573863,0.016882791662216175,0.01702663051486019,2024-06-05 23:49:45
216.22657845566562,119.25988578087383,0.015140081024169933,0.0169370066165924,0.017069992625713386,2024-06-06 01:49:45
216.1661436033776,119.07313252362499,0.015236069345474253,0.016935902619361867,0.0170954257845879,2024-06-06 03:49:45
216.23424813955563,118.77596123561757,0.015311399507522592,0.01695696403980254,0.017165564066171684,2024-06-06 05:49:45
215.99840287085743,118.4706528550676,0.015324967408180245,0.016998350524902336,0.017190782701969186,2024-06-06 07:49:45
216.0004920383212,118.38811675462237,0.015261622428894053,0.016854506158828726,0.017156964689493216,2024-06-06 09:49:45
