ds,y,error_2
2024-06-03 11:49:45,0.00021141917386557907,0.00944362860172987
2024-06-03 13:49:45,0.00021114118862897158,0.009659058414399624
2024-06-03 15:49:45,0.00021107913926243782,0.00966014713048935
2024-06-03 17:49:45,0.00021190044935792685,0.00964910164475441
2024-06-03 19:49:45,0.00021179647592362016,0.009672479704022408
2024-06-03 21:49:45,0.00021128698426764458,0.00960763543844223
2024-06-03 23:49:45,0.00021105226187501103,0.009555293247103691
2024-06-04 01:49:45,0.00021116170682944357,0.009531978517770767
2024-06-04 03:49:45,0.00021112449758220464,0.009502539411187172
2024-06-04 05:49:45,0.00021071615628898144,0.009498520754277706
2024-06-04 07:49:45,0.00021099532023072243,0.009452920407056808
2024-06-04 09:49:45,0.00021128877415321767,0.009474122896790504
2024-06-04 11:49:45,0.00021003733854740858,0.009548543952405453
2024-06-04 13:49:45,0.0002100667479680851,0.009440897032618523
2024-06-04 15:49:45,0.0002103485312545672,0.009446716867387295
2024-06-04 17:49:45,0.00021153860143385828,0.009452064521610737
2024-06-04 19:49:45,0.0002117983967764303,0.009502102620899677
2024-06-04 21:49:45,0.00021165984799154103,0.009474026039242744
2024-06-04 23:49:45,0.00021175123401917517,0.00946718081831932
2024-06-05 01:49:45,0.00021212683350313455,0.009496426209807396
2024-06-05 03:49:45,0.000212317070690915,0.009524206630885601
2024-06-05 05:49:45,0.00021206654491834342,0.009579078294336796
2024-06-05 07:49:45,0.000212457322049886,0.009592968970537186
2024-06-05 09:49:45,0.000212809958611615,0.009670458734035492
2024-06-05 11:49:45,0.00021157762967050076,0.009800315834581852
2024-06-05 13:49:45,0.00021159385505598038,0.009738454595208168
2024-06-05 15:49:45,0.00021187536185607314,0.00978228822350502
2024-06-05 17:49:45,0.00021303912217263132,0.009815024212002754
2024-06-05 19:49:45,0.00021329056471586227,0.009882569313049316
2024-06-05 21:49:45,0.0002131913643097505,0.00985965970903635
2024-06-05 23:49:45,0.00021334929624572396,0.009847667068243027
2024-06-06 01:49:45,0.00021386366279330105,0.00985939521342516
2024-06-06 03:49:45,0.0002142493613064289,0.00985973421484232
2024-06-06 05:49:45,0.00021425134036689997,0.009878010489046574
2024-06-06 07:49:45,0.00021495879627764225,0.009848909452557564
2024-06-06 09:49:45,0.00021568038209807128,0.009879234246909618
