ds,y,error_2
2024-06-03 11:49:45,0.00020194603712297976,0.009574794210493565
2024-06-03 13:49:45,0.00020139553816989064,0.009183971211314201
2024-06-03 15:49:45,0.00020269106607884169,0.009179196320474148
2024-06-03 17:49:45,0.00020204187603667378,0.009141257032752037
2024-06-03 19:49:45,0.0002014339406741783,0.009107411839067936
2024-06-03 21:49:45,0.00020056423090863973,0.009086907841265202
2024-06-03 23:49:45,0.00020026377751491964,0.009045112878084183
2024-06-04 01:49:45,0.00019944539235439152,0.009064897894859314
2024-06-04 03:49:45,0.00019915260781999677,0.009033133275806904
2024-06-04 05:49:45,0.00019883603090420365,0.009032444097101688
2024-06-04 07:49:45,0.00019862322369590402,0.009017257951200008
2024-06-04 09:49:45,0.00019931432325392962,0.009039291180670261
2024-06-04 11:49:45,0.00019826614880003035,0.009085488505661488
2024-06-04 13:49:45,0.00019756298570428044,0.009093847125768661
2024-06-04 15:49:45,0.00019864310161210597,0.009120997041463852
2024-06-04 17:49:45,0.00019769703794736415,0.009115831926465034
2024-06-04 19:49:45,0.00019678159151226282,0.009113858453929424
2024-06-04 21:49:45,0.00019553319725673646,0.009123516269028187
2024-06-04 23:49:45,0.0001948743883986026,0.009107575751841068
2024-06-05 01:49:45,0.00019373475515749305,0.009149809367954731
2024-06-05 03:49:45,0.00019315646204631776,0.009135382249951363
2024-06-05 05:49:45,0.00019260565750300884,0.009145829826593399
2024-06-05 07:49:45,0.0001922798401210457,0.009135815314948559
2024-06-05 09:49:45,0.00019298262486699969,0.00915719848126173
2024-06-05 11:49:45,0.00019210508617106825,0.009197012521326542
2024-06-05 13:49:45,0.0001916903565870598,0.00919335801154375
2024-06-05 15:49:45,0.00019324204185977578,0.009203762747347355
2024-06-05 17:49:45,0.00019292178330942988,0.009178751148283482
2024-06-05 19:49:45,0.00019274868827778846,0.0091534573584795
2024-06-05 21:49:45,0.00019242915732320398,0.009138594381511211
2024-06-05 23:49:45,0.00019277306273579597,0.009099132381379604
2024-06-06 01:49:45,0.00019269692711532116,0.009117486886680126
2024-06-06 03:49:45,0.0001932540617417544,0.00908119697123766
2024-06-06 05:49:45,0.00019383052131161094,0.009072910062968731
2024-06-06 07:49:45,0.00019457626331131905,0.009047837927937508
2024-06-06 09:49:45,0.00019628027803264558,0.009059013798832893
