T1,T2,prob0,prob1,error,ds
238.7928284488469,133.55944814668595,0.014933612239360836,0.011642834711074836,0.012643092250824037,2024-06-03 11:49:45
238.95291956042445,132.91216130019862,0.014720230484008813,0.01130501284599305,0.012538768893480363,2024-06-03 13:49:45
238.74196303444518,133.00895528649903,0.01472062627077105,0.011282812738418586,0.012289376106858317,2024-06-03 15:49:45
238.6559166769117,132.69782990398883,0.01456467574834826,0.011128745508193977,0.01220100507140166,2024-06-03 17:49:45
238.80907852183068,132.99740525338066,0.014511109161376975,0.011091123056411752,0.012037776702642505,2024-06-03 19:49:45
239.00274932967892,133.40975165497622,0.014404870104789755,0.011011262249946602,0.011992877498269145,2024-06-03 21:49:45
239.34652153481647,133.47701308115919,0.01440708979368212,0.011045144915580757,0.011890909647941655,2024-06-03 23:49:45
239.5201147731517,133.90093040609284,0.014353358042240163,0.011010301947593696,0.011838652214407986,2024-06-04 01:49:45
240.2627988938852,133.7952524303943,0.014313286507129689,0.011026999950408943,0.011788728789985246,2024-06-04 03:49:45
240.5731928499378,133.90747977228403,0.014273523819446583,0.011003447008132942,0.011758412628620929,2024-06-04 05:49:45
241.44143280317397,134.01098403592775,0.014180778598785419,0.010986369132995614,0.011650902699679203,2024-06-04 07:49:45
241.02737619145967,134.0947278454917,0.014101592063903826,0.010933808064460763,0.01163371614143259,2024-06-04 09:49:45
241.64226015142876,134.46008762607028,0.01403325328826906,0.010888161802291877,0.011565504367649622,2024-06-04 11:49:45
242.17797278474208,135.19845639525832,0.013999881756305711,0.010881570863723763,0.011529677654802865,2024-06-04 13:49:45
242.19812008597327,135.1300708494127,0.014047910976409929,0.01088952908515931,0.011551538912206954,2024-06-04 15:49:45
242.32600289173695,135.03447833304807,0.014004427731037156,0.010892524075508126,0.011515174704790182,2024-06-04 17:49:45
242.4746683321638,135.16242302459557,0.0140034059405327,0.010865369820594795,0.011501023700833387,2024-06-04 19:49:45
242.57354274317956,135.54999136716816,0.013982717013359087,0.010854043531417855,0.011500524930656023,2024-06-04 21:49:45
242.67213822732273,135.39363710596476,0.01404416751861574,0.01088681740760804,0.011484107321500845,2024-06-04 23:49:45
242.50387042612874,135.6492667728143,0.014066575777530687,0.010876134133338936,0.011471078808605737,2024-06-05 01:49:45
242.80753914536484,135.27102958326253,0.014092958927154559,0.010886561346054086,0.011477525739371844,2024-06-05 03:49:45
242.6394805393253,135.1493361488244,0.014123966681957263,0.01086931903362275,0.011478834107518262,2024-06-05 05:49:45
242.9615661801201,134.97772863960196,0.014099460935592669,0.01084506936073304,0.01141368960291154,2024-06-05 07:49:45
241.99775245052697,134.8228366937809,0.014087908339500445,0.010795183205604561,0.011426907153427668,2024-06-05 09:49:45
242.060322462952,134.96756582999495,0.014086125171184558,0.010746779203414925,0.011394561974704332,2024-06-05 11:49:45
242.0961335742033,135.53124267724482,0.014112313973903674,0.010745377230644235,0.011388229574263163,2024-06-05 13:49:45
241.6796131084479,135.3432216659065,0.014214028739929219,0.010757094335556038,0.011441833865642615,2024-06-05 15:49:45
241.43894828788305,135.19185508581802,0.014217565894126911,0.010770621967315682,0.011436192683875628,2024-06-05 17:49:45
241.317235447847,135.3204835086119,0.014254629814624806,0.010755613827705391,0.011452502021193571,2024-06-05 19:49:45
241.2272815314412,135.7755808980204,0.014263355767726917,0.01075908167362214,0.011482231058180399,2024-06-05 21:49:45
241.2387820996225,135.74493325184883,0.014345431363582632,0.010808844661712655,0.011495742131769723,2024-06-05 23:49:45
241.08660682938245,136.1603386591361,0.014376826393604299,0.010815289473533638,0.011510177865624494,2024-06-06 01:49:45
241.48896917369837,135.98666809956345,0.01440226253271105,0.010842264842987068,0.011542488951236076,2024-06-06 03:49:45
241.4920192907031,136.08778861975375,0.014424527716636678,0.010841794061660774,0.011567994244396753,2024-06-06 05:49:45
242.05525529143353,136.13489437148334,0.014379332637786886,0.010830299186706551,0.011522783711552687,2024-06-06 07:49:45
241.364733078528,136.1921618036189,0.014340234255790731,0.010789109897613534,0.011551083169132538,2024-06-06 09:49:45
