Date,Error1,Error2
2024-06-03 11:50:00,0.00030525835,0.010127309
2024-06-03 13:50:00,0.00030990475,0.010117735
2024-06-03 15:50:00,0.0003127855,0.0101113515
2024-06-03 17:50:00,0.00031455836,0.010105416
2024-06-03 19:50:00,0.00031565494,0.010100179
2024-06-03 21:50:00,0.0003163217,0.010095874
2024-06-03 23:50:00,0.00031671004,0.010092529
2024-06-04 01:50:00,0.00031692084,0.0100900475
2024-06-04 03:50:00,0.00031702567,0.010088289
2024-06-04 05:50:00,0.0003170776,0.0100871
2024-06-04 07:50:00,0.0003171137,0.01008634
2024-06-04 09:50:00,0.0003171051,0.010086381
2024-06-04 11:50:00,0.00031709814,0.010086411
2024-06-04 13:50:00,0.00031709333,0.010086432
2024-06-04 15:50:00,0.00031708973,0.010086446
2024-06-04 17:50:00,0.0003170872,0.010086455
2024-06-04 19:50:00,0.00031708536,0.010086461
2024-06-04 21:50:00,0.0003170842,0.010086464
2024-06-04 23:50:00,0.0003170838,0.0100864675
2024-06-05 01:50:00,0.00031708347,0.0100864675
2024-06-05 03:50:00,0.00031708338,0.0100864675
2024-06-05 05:50:00,0.00031708338,0.010086467
2024-06-05 07:50:00,0.0003170832,0.010086467
2024-06-05 09:50:00,0.0003170832,0.010086467
2024-06-05 11:50:00,0.00031708324,0.010086467
2024-06-05 13:50:00,0.0003170833,0.010086467
2024-06-05 15:50:00,0.00031708332,0.010086467
2024-06-05 17:50:00,0.00031708326,0.010086467
2024-06-05 19:50:00,0.00031708326,0.010086467
2024-06-05 21:50:00,0.0003170833,0.010086467
2024-06-05 23:50:00,0.0003170833,0.010086467
2024-06-06 01:50:00,0.0003170832,0.010086467
2024-06-06 03:50:00,0.00031708326,0.010086467
2024-06-06 05:50:00,0.00031708338,0.010086467
2024-06-06 07:50:00,0.0003170832,0.010086467
2024-06-06 09:50:00,0.00031708318,0.010086467
2024-06-06 11:50:00,0.00031708318,0.010086467
2024-06-06 13:50:00,0.0003170833,0.0100864675
2024-06-06 15:50:00,0.00031708338,0.010086467
2024-06-06 17:50:00,0.00031708326,0.010086467
2024-06-06 19:50:00,0.00031708326,0.010086467
2024-06-06 21:50:00,0.0003170833,0.010086467
2024-06-06 23:50:00,0.00031708326,0.0100864675
2024-06-07 01:50:00,0.00031708335,0.010086467
2024-06-07 03:50:00,0.00031708326,0.010086467
2024-06-07 05:50:00,0.00031708326,0.010086467
2024-06-07 07:50:00,0.0003170832,0.010086467
