ds,y,T1,T2,probMeas0Prep1,probMeas1Prep0
2024-02-27 19:38:28,0.04070052493438319,283.059794451386,169.04358583218928,0.04175380577427821,0.039647244094488186
2024-02-27 19:39:59,0.04070052493438319,283.059794451386,169.04358583218928,0.04175380577427821,0.039647244094488186
2024-02-27 21:40:20,0.04075301837270341,283.059794451386,169.04358583218928,0.0416488188976378,0.039857217847769015
2024-02-27 23:40:40,0.04075301837270341,283.059794451386,169.04358583218928,0.0416488188976378,0.039857217847769015
2024-02-28 01:41:00,0.040700524934383205,283.059794451386,169.04358583218928,0.04191128608923885,0.03948976377952756
2024-02-28 03:41:21,0.040700524934383205,283.059794451386,169.04358583218928,0.04191128608923885,0.03948976377952756
2024-02-28 05:41:40,0.040700524934383205,283.059794451386,169.04358583218928,0.04191128608923885,0.03948976377952756
2024-02-28 07:42:00,0.040700524934383205,283.059794451386,169.04358583218928,0.04191128608923885,0.03948976377952756
2024-02-28 09:42:19,0.040700524934383205,283.059794451386,169.04358583218928,0.04191128608923885,0.03948976377952756
2024-02-28 11:42:43,0.04095905511811024,280.99554614525425,162.53875319293655,0.04236692913385826,0.03955118110236221
2024-02-28 13:43:03,0.041937795275590564,280.99554614525425,162.53875319293655,0.04284619422572177,0.04102939632545932
2024-02-28 15:43:25,0.041937795275590564,280.99554614525425,162.53875319293655,0.04284619422572177,0.04102939632545932
2024-02-28 17:43:47,0.041937795275590564,280.99554614525425,162.53875319293655,0.04284619422572177,0.04102939632545932
2024-02-28 19:44:09,0.041937795275590564,280.99554614525425,162.53875319293655,0.04284619422572177,0.04102939632545932
2024-02-28 21:44:31,0.041937795275590564,280.99554614525425,162.53875319293655,0.04284619422572177,0.04102939632545932
2024-02-28 23:44:51,0.041937795275590564,280.99554614525425,162.53875319293655,0.04284619422572177,0.04102939632545932
2024-02-29 01:45:11,0.041937795275590564,280.99554614525425,162.53875319293655,0.04284619422572177,0.04102939632545932
2024-02-29 03:45:34,0.041937795275590564,280.99554614525425,162.53875319293655,0.04284619422572177,0.04102939632545932
2024-02-29 05:45:56,0.041937795275590564,280.99554614525425,162.53875319293655,0.04284619422572177,0.04102939632545932
2024-02-29 07:46:18,0.041937795275590564,280.99554614525425,162.53875319293655,0.04284619422572177,0.04102939632545932
2024-02-29 09:46:41,0.041937795275590564,280.99554614525425,162.53875319293655,0.04284619422572177,0.04102939632545932
