ds,y,T1,T2,probMeas0Prep1,probMeas1Prep0
2024-02-27 19:38:28,0.024343307086614172,225.34260521453552,145.04435990153732,0.023973228346456682,0.024713385826771656
2024-02-27 19:39:59,0.024343307086614172,225.34260521453552,145.04435990153732,0.023973228346456682,0.024713385826771656
2024-02-27 21:40:20,0.024343307086614172,225.34260521453552,145.04435990153732,0.023973228346456682,0.024713385826771656
2024-02-27 23:40:40,0.024343307086614172,225.34260521453552,145.04435990153732,0.023973228346456682,0.024713385826771656
2024-02-28 01:41:00,0.024343307086614172,225.34260521453552,145.04435990153732,0.023973228346456682,0.024713385826771656
2024-02-28 03:41:21,0.024343307086614172,225.34260521453552,145.04435990153732,0.023973228346456682,0.024713385826771656
2024-02-28 05:41:40,0.024343307086614172,225.34260521453552,145.04435990153732,0.023973228346456682,0.024713385826771656
2024-02-28 07:42:00,0.024359842519685034,225.34260521453552,145.04435990153732,0.023968503937007866,0.024751181102362206
2024-02-28 09:42:19,0.0293976377952756,224.47997221811423,144.9306278713879,0.02863622047244093,0.030159055118110237
2024-02-28 11:42:43,0.0293976377952756,224.47997221811423,144.9306278713879,0.02863622047244093,0.030159055118110237
2024-02-28 13:43:03,0.0293976377952756,224.47997221811423,144.9306278713879,0.02863622047244093,0.030159055118110237
2024-02-28 15:43:25,0.0293976377952756,224.47997221811423,144.9306278713879,0.02863622047244093,0.030159055118110237
2024-02-28 17:43:47,0.0293976377952756,224.47997221811423,144.9306278713879,0.02863622047244093,0.030159055118110237
2024-02-28 19:44:09,0.0293976377952756,224.47997221811423,144.9306278713879,0.02863622047244093,0.030159055118110237
2024-02-28 21:44:31,0.0293976377952756,224.47997221811423,144.9306278713879,0.02863622047244093,0.030159055118110237
2024-02-28 23:44:51,0.0293976377952756,224.47997221811423,144.9306278713879,0.02863622047244093,0.030159055118110237
2024-02-29 01:45:11,0.0293976377952756,224.47997221811423,144.9306278713879,0.02863622047244093,0.030159055118110237
2024-02-29 03:45:34,0.0293976377952756,224.47997221811423,144.9306278713879,0.02863622047244093,0.030159055118110237
2024-02-29 05:45:56,0.0293976377952756,224.47997221811423,144.9306278713879,0.02863622047244093,0.030159055118110237
2024-02-29 07:46:18,0.0293976377952756,224.47997221811423,144.9306278713879,0.02863622047244093,0.030159055118110237
2024-02-29 09:46:41,0.0293976377952756,224.47997221811423,144.9306278713879,0.02863622047244093,0.030159055118110237
2024-02-29 11:47:04,0.0293976377952756,224.47997221811423,144.9306278713879,0.02863622047244093,0.030159055118110237
2024-02-29 13:47:27,0.0293976377952756,224.47997221811423,144.9306278713879,0.02863622047244093,0.030159055118110237
2024-02-29 15:47:54,0.0293976377952756,224.47997221811423,144.9306278713879,0.02863622047244093,0.030159055118110237
2024-02-29 17:48:17,0.0293976377952756,224.47997221811423,144.9306278713879,0.02863622047244093,0.030159055118110237
2024-02-29 19:48:40,0.029748556430446195,224.47997221811423,144.9306278713879,0.028925459317585295,0.030571653543307084
2024-02-29 21:49:02,0.029748556430446195,224.47997221811423,144.9306278713879,0.028925459317585295,0.030571653543307084
2024-02-29 23:49:26,0.029748556430446195,224.47997221811423,144.9306278713879,0.028925459317585295,0.030571653543307084
2024-03-01 01:49:46,0.029748556430446195,224.47997221811423,144.9306278713879,0.028925459317585295,0.030571653543307084
2024-03-01 03:50:10,0.029748556430446195,224.47997221811423,144.9306278713879,0.028925459317585295,0.030571653543307084
2024-03-01 05:50:35,0.029748556430446195,224.47997221811423,144.9306278713879,0.028925459317585295,0.030571653543307084
2024-03-01 07:50:56,0.029748556430446195,224.47997221811423,144.9306278713879,0.028925459317585295,0.030571653543307084
2024-03-01 09:51:20,0.028812598425196873,224.47997221811423,144.9306278713879,0.027573228346456684,0.030051968503937005
2024-03-01 11:51:40,0.02454015748031496,226.23556097135852,139.97380352305166,0.023848818897637798,0.025231496062992118
2024-03-01 13:52:00,0.02454015748031496,226.23556097135852,139.97380352305166,0.023848818897637798,0.025231496062992118
2024-03-01 15:52:25,0.02454015748031496,226.23556097135852,139.97380352305166,0.023848818897637798,0.025231496062992118
2024-03-01 17:52:48,0.02454015748031496,226.23556097135852,139.97380352305166,0.023848818897637798,0.025231496062992118
