ds,y,T1,probMeas0Prep1,probMeas1Prep0,readout_error
2024-02-27 19:38:28,130.74562805197846,211.9985412857095,0.04138477690288713,0.04026194225721784,0.04082335958005251
2024-02-27 19:39:59,130.74562805197846,211.9985412857095,0.04138477690288713,0.04026194225721784,0.04082335958005251
2024-02-27 21:40:20,130.74562805197846,211.9985412857095,0.04138477690288713,0.04026194225721784,0.04082335958005251
2024-02-27 23:40:40,130.74562805197846,211.9985412857095,0.04138477690288713,0.04026194225721784,0.04082335958005251
2024-02-28 01:41:00,130.74562805197846,211.9985412857095,0.04138477690288713,0.04026194225721784,0.04082335958005251
2024-02-28 03:41:21,130.74562805197846,211.9985412857095,0.04138477690288713,0.04026194225721784,0.04082335958005251
2024-02-28 05:41:40,130.74562805197846,211.9985412857095,0.04138477690288713,0.04026194225721784,0.04082335958005251
2024-02-28 07:42:00,130.74562805197846,211.9985412857095,0.04138477690288713,0.04026194225721784,0.04082335958005251
2024-02-28 09:42:19,130.74562805197846,211.9985412857095,0.04138477690288713,0.04026194225721784,0.04082335958005251
2024-02-28 11:42:43,130.74562805197846,211.9985412857095,0.03792860892388452,0.036373753280839895,0.03715748031496063
2024-02-28 13:43:03,121.70572273266939,216.94616140561456,0.03807716535433071,0.03650236220472441,0.03728976377952758
2024-02-28 15:43:25,121.70572273266939,216.94616140561456,0.03807716535433071,0.03650236220472441,0.03728976377952758
2024-02-28 17:43:47,121.70572273266939,216.94616140561456,0.03807716535433071,0.03650236220472441,0.03728976377952758
2024-02-28 19:44:09,121.70572273266939,216.94616140561456,0.03807716535433071,0.03650236220472441,0.03728976377952758
2024-02-28 21:44:31,121.70572273266939,216.94616140561456,0.03807716535433071,0.03650236220472441,0.03728976377952758
2024-02-28 23:44:51,121.70572273266939,216.94616140561456,0.03807716535433071,0.03650236220472441,0.03728976377952758
2024-02-29 01:45:11,121.70572273266939,216.94616140561456,0.03807716535433071,0.03650236220472441,0.03728976377952758
2024-02-29 03:45:34,121.70572273266939,216.94616140561456,0.03807716535433071,0.03650236220472441,0.03728976377952758
2024-02-29 05:45:56,121.70572273266939,216.94616140561456,0.03807716535433071,0.03650236220472441,0.03728976377952758
2024-02-29 07:46:18,121.70572273266939,216.94616140561456,0.03807716535433071,0.03650236220472441,0.03728976377952758
2024-02-29 09:46:41,121.70572273266939,216.94616140561456,0.03807716535433071,0.03650236220472441,0.03728976377952758
2024-02-29 11:47:04,121.70572273266939,216.94616140561456,0.03807716535433071,0.03650236220472441,0.03728976377952758
2024-02-29 13:47:27,121.70572273266939,216.94616140561456,0.03807716535433071,0.03650236220472441,0.03728976377952758
2024-02-29 15:47:54,121.70572273266939,216.94616140561456,0.03807716535433071,0.03650236220472441,0.03728976377952758
2024-02-29 17:48:17,121.70572273266939,216.94616140561456,0.03807716535433071,0.03650236220472441,0.03728976377952758
2024-02-29 19:48:40,121.70572273266939,216.94616140561456,0.03807716535433071,0.03650236220472441,0.03728976377952758
2024-02-29 21:49:02,121.70572273266939,216.94616140561456,0.03807716535433071,0.03650236220472441,0.03728976377952758
2024-02-29 23:49:26,121.70572273266939,216.94616140561456,0.03807716535433071,0.03650236220472441,0.03728976377952758
2024-03-01 01:49:46,121.70572273266939,216.94616140561456,0.038510236220472435,0.03787664041994751,0.03819343832020999
2024-03-01 03:50:10,121.70572273266939,216.94616140561456,0.038510236220472435,0.03787664041994751,0.03819343832020999
2024-03-01 05:50:35,121.70572273266939,216.94616140561456,0.038510236220472435,0.03787664041994751,0.03819343832020999
2024-03-01 07:50:56,121.70572273266939,216.94616140561456,0.038510236220472435,0.03787664041994751,0.03819343832020999
2024-03-01 09:51:20,121.70572273266939,216.94616140561456,0.038510236220472435,0.03787664041994751,0.03819343832020999
2024-03-01 11:51:40,121.70572273266939,216.94616140561456,0.038510236220472435,0.03787664041994751,0.03819343832020999
2024-03-01 13:52:00,121.70572273266939,216.94616140561456,0.03797480314960629,0.03689291338582677,0.03743385826771655
2024-03-01 15:52:25,122.47766607190992,217.21350642068055,0.03789606299212598,0.037496062992125996,0.03769606299212598
2024-03-01 17:52:48,122.47766607190992,217.21350642068055,0.03789606299212598,0.037496062992125996,0.03769606299212598
2024-03-01 19:53:13,122.47766607190992,217.21350642068055,0.03900209973753282,0.03841522309711288,0.038708661417322834
2024-03-01 21:53:33,122.47766607190992,217.21350642068055,0.038582152230971126,0.03899265091863518,0.03878740157480315
2024-03-01 23:53:53,122.47766607190992,217.21350642068055,0.038582152230971126,0.03899265091863518,0.03878740157480315
2024-03-02 01:54:15,122.47766607190992,217.21350642068055,0.038582152230971126,0.03899265091863518,0.03878740157480315
2024-03-02 03:54:39,122.47766607190992,217.21350642068055,0.038582152230971126,0.03899265091863518,0.03878740157480315
2024-03-02 05:55:03,122.47766607190992,217.21350642068055,0.038582152230971126,0.03899265091863518,0.03878740157480315
