T1,T2,probMeas0Prep1,probMeas1Prep0,readout_error
1.0,0.7028514267026582,0.0,0.23333333333333384,0.05050505050505594
1.0,0.7028514267026582,0.0,0.23333333333333384,0.05050505050505594
1.0,0.7028514267026582,0.0,0.23333333333333384,0.05050505050505594
1.0,0.7028514267026582,0.0,0.23333333333333384,0.05050505050505594
1.0,0.7028514267026582,0.0,0.23333333333333384,0.05050505050505594
1.0,0.7028514267026582,0.0,0.23333333333333384,0.05050505050505594
1.0,0.7028514267026582,0.0,0.23333333333333384,0.05050505050505594
1.0,0.7028514267026582,0.0,0.23333333333333384,0.05050505050505594
1.0,0.7028514267026582,0.0,0.23333333333333384,0.05050505050505594
0.8555798341809222,0.43546468994457155,0.2500000000000051,0.16666666666666452,0.21212121212122192
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.21666666666666834,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.21666666666666834,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.21666666666666834,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.21666666666666834,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.21666666666666834,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.21666666666666834,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.21666666666666834,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.21666666666666834,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.21666666666666834,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.21666666666666834,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.21666666666666834,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.21666666666666834,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.21666666666666834,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.21666666666666834,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.21666666666666834,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.35000000000000053,0.46464646464646875
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.35000000000000053,0.46464646464646875
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.35000000000000053,0.4410774410774476
0.8555798341809222,0.43546468994457155,0.363636363636368,0.23333333333333317,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.363636363636368,0.23333333333333317,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.363636363636368,0.23333333333333317,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.35000000000000053,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.35000000000000053,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.35000000000000053,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.35000000000000053,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.35000000000000053,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.35000000000000053,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.35000000000000053,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.35000000000000053,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.35000000000000053,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.35000000000000053,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.35000000000000053,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.35000000000000053,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.35000000000000053,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.35000000000000053,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.2954545454545501,0.35000000000000053,0.38383838383837454
0.8555798341809222,0.43546468994457155,0.4318181818181832,0.25000000000000044,0.18181818181818388
0.6283238006455916,0.7364467405470634,0.4318181818181832,0.25000000000000044,0.18181818181818388
0.6283238006455916,0.7364467405470634,0.4318181818181832,0.25000000000000044,0.18181818181818388
0.6283238006455916,0.7364467405470634,0.4318181818181832,0.25000000000000044,0.18181818181818388
0.6283238006455916,0.7364467405470634,0.4318181818181832,0.25000000000000044,0.18181818181818388
0.6283238006455916,0.7364467405470634,0.4318181818181832,0.25000000000000044,0.18181818181818388
0.6283238006455916,0.7364467405470634,0.4318181818181832,0.25000000000000044,0.18181818181818388
0.6283238006455916,0.7364467405470634,0.4318181818181832,0.25000000000000044,0.18181818181818388
0.6283238006455916,0.7364467405470634,0.4318181818181832,0.25000000000000044,0.18181818181818388
0.6283238006455916,0.7364467405470634,0.2727272727272776,0.3000000000000018,0.18181818181818388
0.5640013741455565,0.3310664983735341,0.34090909090909016,0.3000000000000018,0.18181818181818388
0.5640013741455565,0.3310664983735341,0.34090909090909016,0.3000000000000018,0.18181818181818388
0.5640013741455565,0.3310664983735341,0.34090909090909016,0.3000000000000018,0.18181818181818388
0.5640013741455565,0.3310664983735341,0.34090909090909016,0.3000000000000018,0.18181818181818388
0.5640013741455565,0.3310664983735341,0.34090909090909016,0.3000000000000018,0.18181818181818388
0.5640013741455565,0.3310664983735341,0.34090909090909016,0.3000000000000018,0.18181818181818388
0.5640013741455565,0.3310664983735341,0.34090909090909016,0.3000000000000018,0.18181818181818388
0.5640013741455565,0.3310664983735341,0.34090909090909016,0.3000000000000018,0.18181818181818388
0.5640013741455565,0.3310664983735341,0.34090909090909016,0.3000000000000018,0.18181818181818388
0.5640013741455565,0.3310664983735341,0.34090909090909016,0.3000000000000018,0.18181818181818388
0.5640013741455565,0.3310664983735341,0.34090909090909016,0.3000000000000018,0.18181818181818388
0.5640013741455565,0.3310664983735341,0.4090909090909134,0.15000000000000036,0.22222222222221966
