T1,T2,probMeas0Prep1,probMeas1Prep0,readout_error
0.5197826775582941,0.6122601223970152,0.6111111111111112,0.6666666666666639,0.5581395348837264
0.5197826775582941,0.6122601223970152,0.6111111111111112,0.6666666666666639,0.5581395348837264
0.5197826775582941,0.6122601223970152,0.6111111111111112,0.6666666666666639,0.5581395348837264
0.5197826775582941,0.6122601223970152,0.6111111111111112,0.6666666666666639,0.5581395348837264
0.5197826775582941,0.6122601223970152,0.6111111111111112,0.6666666666666639,0.5581395348837264
0.5197826775582941,0.6122601223970152,0.6111111111111112,0.6666666666666639,0.5581395348837264
0.5197826775582941,0.6122601223970152,0.6111111111111112,0.6666666666666639,0.5581395348837264
0.5197826775582941,0.6122601223970152,0.6111111111111112,0.6666666666666639,0.5581395348837264
0.5197826775582941,0.6122601223970152,0.6111111111111112,0.6666666666666639,0.5581395348837264
0.5197826775582941,0.6122601223970152,0.22222222222221477,0.6000000000000023,0.2790697674418503
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.33333333333333215,0.255813953488365
0.6676764503036878,0.508285339487264,0.49999999999998,0.1666666666666714,0.41860465116278833
0.6696764745775594,0.5091428528172428,0.3888888888888835,0.16666666666666607,0.13953488372093803
0.6696764745775594,0.5091428528172428,0.3888888888888835,0.16666666666666607,0.13953488372093803
0.6696764745775594,0.5091428528172428,0.3888888888888835,0.16666666666666607,0.13953488372093803
0.6696764745775594,0.5091428528172428,0.3888888888888835,0.16666666666666607,0.13953488372093803
0.6696764745775594,0.5091428528172428,0.3888888888888835,0.16666666666666607,0.13953488372093803
0.6696764745775594,0.5091428528172428,0.3888888888888835,0.16666666666666607,0.13953488372093803
